usec,Time_Of_Day_Seconds,Core,CPU,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,CoreThr,PkgTmp,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,CPU%LPI,SYS%LPI,PkgWatt,CorWatt,GFXWatt,RAMWatt,PKG_%,RAM_%,UncMHz
1132,1737211383.115039,-,-,-,-,1958,66.49,2944,2713,0.49,43811,0,438,13138,6247,3688,10676,31,2443,19,276,0.04,3.65,3.52,3.17,16.77,0.03,5.77,0.07,0.67,22.24,2.02,8.34,0.92,68.0,0.0,67.0,161.82,92.33,72.81,66.09,0.65,0.05,0.0,0.0,0.0,0.0,0.0,13.54,9.26,1.28,2.14,0.0,0.0,2900.0
1176,1737211388.121134,-,-,-,-,1748,61.18,2857,2712,0.51,41218,0,552,14551,6773,4202,12431,28,2773,16,382,0.05,4.14,3.68,3.62,19.7,0.03,6.78,0.06,0.98,24.53,2.38,10.7,1.22,72.0,0.0,72.0,152.91,89.44,71.08,61.66,0.75,0.03,0.0,0.0,0.0,0.0,0.0,12.56,8.63,1.0,2.03,0.0,0.0,2900.0
2145,1737211393.128206,-,-,-,-,2168,74.23,2922,2711,0.43,46632,0,298,11092,5868,3244,8246,38,1674,8,168,0.03,3.64,3.21,2.74,12.05,0.05,3.77,0.01,0.33,17.75,1.67,5.93,0.42,72.0,0.0,72.0,171.29,94.16,81.4,75.55,0.17,0.01,0.0,0.0,0.0,0.0,0.0,13.84,9.5,1.26,2.26,0.0,0.0,2900.0
2971,1737211398.13596,-,-,-,-,1699,61.84,2747,2711,0.53,41488,0,347,14495,7322,4245,11961,22,2844,24,449,0.04,4.01,3.92,3.67,18.8,0.02,6.9,0.02,0.99,24.34,2.51,10.13,1.18,72.0,0.0,72.0,155.32,91.26,67.76,60.14,0.68,0.05,0.0,0.0,0.0,0.0,0.0,12.09,8.21,0.96,2.0,0.0,0.0,2900.0
5828,1737211403.149412,-,-,-,-,1561,66.77,2338,2711,0.54,41961,0,402,11247,6894,3725,10796,12,2590,9,373,0.03,3.0,3.62,3.17,16.42,0.01,6.32,0.02,0.8,21.14,2.12,8.71,1.26,63.0,0.0,63.0,162.52,92.65,68.85,62.32,0.54,0.16,0.0,0.0,0.0,0.0,0.0,10.57,6.84,0.84,1.93,0.0,0.0,600.0
2706,1737211408.157984,-,-,-,-,2066,71.0,2909,2713,0.45,47159,0,288,12425,6707,3703,9740,7,1922,3,232,0.03,3.94,3.39,3.18,13.94,0.01,4.17,0.0,0.45,19.35,2.15,6.96,0.55,65.0,0.0,65.0,166.52,92.6,79.17,71.97,0.21,0.02,0.0,0.0,0.0,0.0,0.0,13.43,9.32,1.1,2.19,0.0,0.0,1400.0
959,1737211413.167039,-,-,-,-,1826,65.97,2768,2712,0.49,43942,0,732,12434,6799,3894,11065,18,2384,11,285,0.07,3.41,3.58,3.38,17.49,0.03,5.52,0.01,0.75,21.88,2.21,9.16,0.79,68.0,0.0,68.0,160.29,91.38,71.26,63.46,0.6,0.07,0.0,0.0,0.0,0.0,0.0,12.67,8.53,1.17,2.08,0.0,0.0,2900.0
7059,1737211418.180136,-,-,-,-,1730,61.48,2816,2710,0.51,41594,0,514,14669,7386,4283,12472,10,2770,24,417,0.05,4.11,3.99,3.68,19.36,0.02,6.63,0.03,0.83,24.66,2.29,10.28,1.29,64.0,0.0,64.0,153.64,89.89,69.48,60.47,0.59,0.05,0.0,0.0,0.0,0.0,0.0,12.4,8.48,0.98,2.02,0.0,0.0,700.0
3366,1737211423.18913,-,-,-,-,1971,70.94,2776,2713,0.47,45928,0,304,12440,6531,3651,9512,3,2003,9,268,0.03,3.76,3.44,3.07,13.64,0.0,4.62,0.02,0.59,19.15,1.94,7.1,0.87,71.0,0.0,71.0,166.3,92.38,79.41,71.71,0.15,0.02,0.0,0.0,0.0,0.0,0.0,12.76,8.85,0.93,2.14,0.0,0.0,2900.0
2149,1737211428.196157,-,-,-,-,1691,63.77,2651,2712,0.49,42667,0,391,12256,7073,3907,11493,27,2679,11,383,0.04,3.43,3.74,3.26,18.31,0.04,6.58,0.03,0.99,22.64,2.2,10.23,1.17,63.0,0.0,63.0,156.09,89.74,71.0,62.21,0.87,0.12,0.0,0.0,0.0,0.0,0.0,11.69,7.63,1.1,2.06,0.0,0.0,1500.0
1418,1737211433.203762,-,-,-,-,1548,65.14,2376,2712,0.49,42543,0,237,10166,7627,3748,10798,10,2776,11,455,0.02,3.04,3.93,3.17,17.08,0.01,6.63,0.02,1.13,21.41,2.2,9.92,1.32,68.0,0.0,68.0,157.23,89.55,70.86,61.77,0.88,0.18,0.0,0.0,0.0,0.0,0.0,10.28,6.35,1.02,1.98,0.0,0.0,2700.0
1017,1737211438.210874,-,-,-,-,1971,70.03,2815,2712,0.4,45039,0,189,13700,7373,3745,9648,3,2132,7,308,0.02,4.18,3.81,3.04,13.71,0.0,4.58,0.02,0.73,19.9,2.11,7.21,0.75,69.0,0.0,68.0,163.22,90.28,79.03,70.45,0.62,0.06,0.0,0.0,0.0,0.0,0.0,12.88,8.42,1.43,2.2,0.0,0.0,2800.0
2789,1737211443.220312,-,-,-,-,1645,63.58,2588,2711,0.48,41266,0,506,11658,7534,3997,11668,28,2829,20,375,0.05,3.52,3.99,3.57,18.04,0.03,6.65,0.03,0.74,22.87,2.55,9.88,1.12,70.0,0.0,70.0,156.02,90.05,70.12,61.21,0.57,0.16,0.0,0.0,0.0,0.0,0.0,11.66,7.39,1.3,2.06,0.0,0.0,2900.0
4385,1737211448.230656,-,-,-,-,1820,67.53,2695,2711,0.5,43150,0,397,12125,6575,3751,10381,14,2356,10,394,0.04,3.39,3.46,3.16,15.9,0.03,5.68,0.01,0.93,21.09,1.97,8.37,1.04,71.0,0.0,71.0,162.7,91.68,70.67,63.39,0.67,0.08,0.0,0.0,0.0,0.0,0.0,12.26,8.26,1.04,2.07,0.0,0.0,2900.0
1077,1737211453.236903,-,-,-,-,1992,68.97,2886,2714,0.43,45231,0,197,13087,6583,3683,10019,2,2101,5,249,0.02,4.14,3.43,3.18,15.04,0.0,4.78,0.02,0.56,19.96,2.07,8.22,0.77,70.0,0.0,70.0,161.19,90.08,78.91,69.56,0.48,0.05,0.0,0.0,0.0,0.0,0.0,12.93,8.89,1.03,2.18,0.0,0.0,2900.0
2404,1737211458.24463,-,-,-,-,1643,62.51,2629,2712,0.53,41326,0,934,12380,7045,3596,11260,71,2860,20,417,0.09,3.51,4.5,3.15,18.45,0.12,6.9,0.03,0.96,24.07,2.14,9.95,1.33,71.0,0.0,71.0,154.34,89.08,65.85,56.5,0.92,0.08,0.0,0.0,0.0,0.0,0.0,11.56,7.77,0.86,1.96,0.0,0.0,2900.0
1702,1737211463.251839,-,-,-,-,1855,61.24,3029,2712,0.47,41578,0,1285,14739,7942,4021,11435,59,2858,18,485,0.12,4.25,5.18,3.47,18.01,0.1,6.79,0.02,1.11,25.62,2.38,9.63,1.12,73.0,0.0,73.0,152.28,88.41,72.37,62.01,0.66,0.01,0.0,0.0,0.0,0.0,0.0,13.26,9.17,1.09,2.1,0.0,0.0,2900.0
3195,1737211468.260123,-,-,-,-,1980,72.09,2748,2711,0.46,45416,0,116,11316,6025,3314,9167,11,1895,12,300,0.01,3.6,3.17,2.76,13.3,0.01,4.27,0.04,0.8,18.78,1.76,6.75,0.62,71.0,0.0,71.0,167.99,92.52,77.88,70.46,0.2,0.01,0.0,0.0,0.0,0.0,0.0,12.58,8.63,0.96,2.15,0.0,0.0,2900.0
929,1737211473.265791,-,-,-,-,1723,61.03,2822,2713,0.52,41401,0,571,13801,7283,4088,12260,15,2926,12,398,0.05,3.77,3.92,3.58,19.66,0.02,7.27,0.03,0.91,24.41,2.47,10.72,1.37,66.0,0.0,66.0,152.99,89.12,68.58,59.19,0.83,0.11,0.0,0.0,0.0,0.0,0.0,12.26,8.31,1.0,2.04,0.0,0.0,2700.0
6219,1737211478.278087,-,-,-,-,1748,63.07,2774,2710,0.51,41986,0,559,14243,6904,3993,11399,11,2787,22,378,0.05,4.01,3.67,3.46,18.07,0.03,6.89,0.03,0.89,23.21,2.37,10.06,1.29,65.0,0.0,65.0,154.66,89.04,69.84,60.25,0.81,0.13,0.0,0.0,0.0,0.0,0.0,12.13,8.28,0.92,2.02,0.0,0.0,600.0
1170,1737211483.28669,-,-,-,-,1872,66.67,2806,2714,0.42,44087,0,284,13620,7912,4056,10888,5,2195,7,327,0.03,4.3,4.12,3.32,16.25,0.0,4.8,0.0,0.7,21.57,2.17,8.67,0.91,69.0,0.0,69.0,158.6,89.12,79.36,69.11,0.5,0.02,0.0,0.0,0.0,0.0,0.0,12.21,8.14,1.06,2.17,0.0,0.0,2900.0
1070,1737211488.29338,-,-,-,-,1490,58.37,2552,2712,0.52,40059,0,398,13351,7362,4129,12765,18,3374,18,550,0.04,3.68,3.83,3.64,20.76,0.01,8.5,0.04,1.37,24.85,2.63,12.31,1.84,66.0,0.0,66.0,147.27,86.88,65.39,54.35,1.06,0.21,0.0,0.0,0.0,0.0,0.0,10.81,6.99,0.92,1.94,0.0,0.0,2300.0
2504,1737211493.301521,-,-,-,-,1707,63.08,2706,2712,0.48,41677,0,376,12499,7171,4078,11578,17,2773,15,452,0.04,3.74,3.89,3.52,17.93,0.02,6.87,0.03,1.09,23.44,2.34,9.83,1.3,70.0,0.0,70.0,155.11,88.8,70.45,60.57,0.76,0.12,0.0,0.0,0.0,0.0,0.0,11.88,7.81,1.12,2.04,0.0,0.0,2900.0
2863,1737211498.310629,-,-,-,-,1917,66.14,2899,2712,0.46,44258,0,216,13493,6936,3898,10947,12,2343,8,332,0.02,4.38,3.77,3.33,16.33,0.0,5.33,0.03,0.82,21.69,2.24,8.94,1.0,68.0,0.0,68.0,157.39,89.03,78.06,67.8,0.49,0.03,0.0,0.0,0.0,0.0,0.0,12.68,8.83,0.87,2.12,0.0,0.0,2300.0
2999,1737211503.32001,-,-,-,-,1673,57.91,2889,2712,0.51,40518,0,487,14422,7505,4224,13070,18,3268,19,535,0.04,3.83,4.28,3.65,21.5,0.02,7.78,0.03,1.2,26.13,2.4,12.03,1.53,65.0,0.0,65.0,147.73,87.5,67.64,57.29,1.27,0.08,0.0,0.0,0.0,0.0,0.0,12.19,8.25,1.0,2.01,0.0,0.0,1900.0
834,1737211508.325677,-,-,-,-,1804,60.02,3005,2713,0.51,41021,0,411,15374,7134,3991,12361,19,2957,28,564,0.04,4.4,3.81,3.44,19.85,0.03,7.34,0.1,1.22,25.06,2.45,10.94,1.53,71.0,0.0,71.0,150.92,88.36,70.21,60.26,1.01,0.09,0.0,0.0,0.0,0.0,0.0,12.97,8.98,1.02,2.08,0.0,0.0,2900.0
3384,1737211513.334468,-,-,-,-,1796,69.76,2575,2711,0.47,44606,0,1558,11256,7736,3239,8922,87,1995,11,318,0.15,3.7,4.93,2.9,13.45,0.15,4.59,0.03,0.58,20.91,1.88,6.85,0.6,64.0,0.0,64.0,164.45,91.38,76.84,68.49,0.3,0.01,0.0,0.0,0.0,0.0,0.0,11.55,7.74,0.84,2.07,0.0,0.0,1500.0
1452,1737211518.341566,-,-,-,-,1486,60.78,2445,2712,0.55,40195,0,369,11982,8106,4054,11808,13,3212,18,448,0.04,3.48,4.03,3.56,18.96,0.03,8.19,0.02,1.13,24.17,2.48,10.9,1.67,65.0,0.0,65.0,152.79,89.48,66.21,57.19,0.91,0.08,0.0,0.0,0.0,0.0,0.0,10.14,6.36,0.89,1.94,0.0,0.0,1800.0
1170,1737211523.347985,-,-,-,-,1801,61.79,2914,2712,0.51,42439,0,437,15169,6935,4023,11830,12,2821,19,431,0.04,4.31,3.79,3.47,19.06,0.02,6.65,0.03,1.03,24.32,2.39,10.09,1.4,71.0,0.0,71.0,153.34,89.05,69.51,59.93,0.8,0.06,0.0,0.0,0.0,0.0,0.0,12.71,8.81,0.95,2.05,0.0,0.0,2900.0
1917,1737211528.355016,-,-,-,-,1995,67.41,2960,2712,0.46,44180,0,164,12943,6996,3705,10238,2,2243,8,355,0.02,3.97,3.55,3.16,15.92,0.01,5.19,0.05,0.87,20.92,2.1,8.57,1.0,63.0,0.0,63.0,160.24,89.63,78.92,68.88,0.28,0.05,0.0,0.0,0.0,0.0,0.0,12.99,9.14,0.86,2.15,0.0,0.0,1100.0
3236,1737211533.364643,-,-,-,-,1575,62.81,2508,2711,0.53,41004,0,428,12123,6837,3482,11539,18,2973,21,511,0.04,3.39,3.59,2.99,18.74,0.01,7.39,0.03,1.19,23.05,1.87,10.72,1.55,68.0,0.0,68.0,155.05,89.93,65.78,56.96,0.7,0.16,0.0,0.0,0.0,0.0,0.0,10.89,7.08,0.91,1.95,0.0,0.0,700.0
856,1737211538.371656,-,-,-,-,1722,65.66,2621,2713,0.53,41585,0,376,12524,6791,3680,10768,18,2659,19,412,0.04,3.69,3.46,3.04,16.86,0.03,6.35,0.02,1.03,22.23,1.92,9.15,1.05,68.0,0.0,69.0,160.34,91.43,68.75,61.49,0.82,0.06,0.0,0.0,0.0,0.0,0.0,11.77,7.94,0.91,2.0,0.0,0.0,2900.0
4257,1737211543.382535,-,-,-,-,2028,67.91,2987,2711,0.46,44540,0,652,13828,6995,3484,10239,11,2170,13,302,0.07,4.4,3.97,3.03,15.3,0.01,4.83,0.02,0.63,21.3,2.09,7.98,0.72,70.0,0.0,70.0,160.92,90.24,77.29,68.06,0.38,0.03,0.0,0.0,0.0,0.0,0.0,13.27,9.39,0.86,2.15,0.0,0.0,2900.0
3325,1737211548.39178,-,-,-,-,1642,60.62,2710,2712,0.53,40146,0,458,13688,6791,4005,12182,15,2944,16,569,0.04,3.73,3.59,3.42,19.97,0.01,7.41,0.03,1.4,24.02,2.29,11.52,1.55,64.0,0.0,64.0,151.5,88.64,66.07,56.14,0.83,0.12,0.0,0.0,0.0,0.0,0.0,11.92,8.05,0.96,1.97,0.0,0.0,700.0
5281,1737211553.405835,-,-,-,-,1710,65.63,2606,2711,0.55,41759,0,761,11159,6965,3695,10338,69,2761,31,397,0.07,3.34,4.32,3.14,15.95,0.14,6.63,0.07,0.88,22.39,2.12,8.54,1.32,64.0,0.0,64.0,159.22,91.13,67.05,59.17,0.57,0.06,0.0,0.0,0.0,0.0,0.0,11.54,7.78,0.85,1.95,0.0,0.0,600.0
916,1737211558.412272,-,-,-,-,2053,69.85,2938,2713,0.45,45508,0,207,12451,6061,3594,9624,17,2074,9,333,0.02,3.92,3.08,3.06,14.52,0.03,4.82,0.0,0.81,19.51,2.06,7.67,0.91,72.0,0.0,72.0,163.69,90.75,78.72,69.89,0.41,0.02,0.0,0.0,0.0,0.0,0.0,13.36,9.33,1.03,2.18,0.0,0.0,2900.0
1717,1737211563.418589,-,-,-,-,1759,61.21,2874,2712,0.51,41270,0,410,14362,6995,3956,12036,19,2962,27,391,0.04,3.91,3.91,3.48,19.44,0.04,7.1,0.05,1.04,24.62,2.26,10.52,1.39,72.0,0.0,72.0,153.21,88.87,68.4,58.83,0.9,0.12,0.0,0.0,0.0,0.0,0.0,12.49,8.52,1.02,2.03,0.0,0.0,2900.0
3812,1737211568.429958,-,-,-,-,1605,65.16,2464,2711,0.53,41817,0,276,11717,6740,3791,10605,10,2846,17,405,0.03,3.42,3.74,3.12,16.52,0.01,7.05,0.04,1.09,22.22,2.09,9.08,1.45,63.0,0.0,63.0,159.12,91.14,67.51,59.51,0.6,0.08,0.0,0.0,0.0,0.0,0.0,10.91,7.16,0.86,1.94,0.0,0.0,1400.0
5402,1737211573.441169,-,-,-,-,1907,66.9,2851,2712,0.49,44782,0,323,14396,7173,3772,10688,8,2256,21,423,0.03,4.37,3.79,3.18,15.87,0.01,5.0,0.04,0.97,21.43,2.11,8.67,0.9,65.0,0.0,64.0,159.52,89.77,76.86,67.26,0.41,0.04,0.0,0.0,0.0,0.0,0.0,12.47,8.78,0.74,2.07,0.0,0.0,1500.0
1478,1737211578.448034,-,-,-,-,1743,63.52,2744,2713,0.52,43329,0,424,12609,7025,3809,11691,15,2759,15,434,0.04,3.54,3.72,3.36,18.47,0.02,6.43,0.05,1.06,23.54,2.2,9.67,1.06,73.0,0.0,73.0,158.1,90.74,68.36,60.13,0.62,0.06,0.0,0.0,0.0,0.0,0.0,12.29,8.33,1.02,2.03,0.0,0.0,2900.0
933,1737211583.454068,-,-,-,-,1736,58.4,2972,2712,0.52,41365,0,582,14460,7364,4328,12980,14,3022,14,509,0.04,4.3,4.0,3.85,20.88,0.03,7.5,0.02,1.21,25.75,2.72,11.63,1.51,70.0,0.0,70.0,147.51,86.73,69.85,58.33,0.97,0.13,0.0,0.0,0.0,0.0,0.0,12.42,8.58,0.9,2.02,0.0,0.0,2700.0
2139,1737211588.461421,-,-,-,-,1880,62.06,3031,2711,0.47,43145,0,182,15622,7750,4272,12174,7,2527,7,369,0.02,4.96,4.04,3.65,18.78,0.02,5.64,0.02,1.0,24.36,2.5,10.15,0.93,70.0,0.0,70.0,152.24,86.59,76.98,64.37,0.4,0.09,0.0,0.0,0.0,0.0,0.0,12.83,9.12,0.75,2.07,0.0,0.0,2700.0
2161,1737211593.468959,-,-,-,-,1580,60.68,2603,2712,0.55,40931,0,417,13088,7195,3982,12166,18,2951,18,507,0.04,3.8,3.79,3.42,20.19,0.01,7.03,0.03,1.24,24.91,2.22,10.95,1.24,73.0,0.0,74.0,153.46,89.8,66.29,57.47,0.9,0.06,0.0,0.0,0.0,0.0,0.0,11.43,7.67,0.87,1.94,0.0,0.0,2900.0
1503,1737211598.475477,-,-,-,-,1672,60.45,2766,2712,0.53,41181,0,376,13486,7257,4085,12404,22,2977,17,551,0.04,3.93,4.07,3.48,19.94,0.02,6.95,0.02,1.32,25.03,2.33,10.87,1.32,73.0,0.0,73.0,151.63,88.28,70.35,59.69,0.61,0.1,0.0,0.0,0.0,0.0,0.0,11.84,8.1,0.82,1.98,0.0,0.0,2900.0
6203,1737211603.490311,-,-,-,-,1788,64.15,2790,2710,0.49,43250,0,177,13340,7293,3929,11413,7,2705,11,396,0.02,4.4,3.8,3.4,17.23,0.0,6.22,0.03,0.91,22.92,2.32,9.41,1.21,75.0,0.0,75.0,156.06,88.88,76.54,65.78,0.29,0.04,0.0,0.0,0.0,0.0,0.0,11.96,8.29,0.74,2.03,0.0,0.0,2900.0
4301,1737211608.500626,-,-,-,-,1493,62.74,2379,2713,0.56,40627,0,406,10786,6647,3694,11131,12,3139,14,589,0.04,3.24,3.47,3.22,18.13,0.02,7.86,0.02,1.5,23.43,2.17,10.12,1.54,69.0,0.0,68.0,156.84,90.69,66.37,58.06,0.64,0.14,0.0,0.0,0.0,0.0,0.0,10.28,6.59,0.82,1.9,0.0,0.0,2900.0
1087,1737211613.506922,-,-,-,-,1640,62.99,2602,2713,0.54,41321,0,253,12558,7015,3942,11625,9,2820,21,502,0.03,3.67,3.64,3.37,18.64,0.01,6.7,0.03,1.12,23.1,2.3,10.32,1.29,74.0,0.0,74.0,155.88,90.5,68.93,60.17,0.55,0.08,0.0,0.0,0.0,0.0,0.0,11.32,7.57,0.84,1.96,0.0,0.0,2900.0
3056,1737211618.515526,-,-,-,-,2193,70.84,3096,2711,0.54,47587,0,203,12046,5584,3266,9464,6,1930,6,289,0.02,3.84,3.08,2.87,14.38,0.0,4.38,0.01,0.67,18.67,2.03,7.87,0.58,78.0,0.0,78.0,163.46,90.6,75.59,66.55,0.31,0.0,0.0,0.0,0.0,0.0,0.0,13.9,10.22,0.75,2.03,0.0,0.0,2900.0
1137,1737211623.522007,-,-,-,-,3093,99.75,3100,2712,0.72,51989,0,0,5,2,3,2,0,2,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.0,78.0,0.0,78.0,200.93,100.46,61.48,61.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,13.18,0.84,1.73,0.0,0.0,2900.0
1070,1737211628.528848,-,-,-,-,3093,99.76,3100,2712,0.73,53220,0,0,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.45,60.81,60.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74,13.24,0.73,1.69,0.0,0.0,2900.0
1099,1737211633.535038,-,-,-,-,3093,99.77,3100,2712,0.72,56526,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,65.39,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64,13.19,0.67,1.73,0.0,0.0,2900.0
1152,1737211638.540957,-,-,-,-,3092,99.76,3100,2712,0.75,47746,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,55.14,55.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,13.15,0.72,1.59,0.0,0.0,2900.0
1134,1737211643.547181,-,-,-,-,3092,99.76,3100,2712,0.75,52671,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.89,100.44,58.22,58.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69,13.15,0.71,1.63,0.0,0.0,2900.0
1131,1737211648.55298,-,-,-,-,3028,99.76,3035,2712,0.7,55598,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,67.55,67.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89,12.29,0.7,1.77,0.0,0.0,2800.0
2107,1737211653.560826,-,-,-,-,2936,99.76,2943,2711,0.76,47411,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.87,100.43,55.46,55.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.37,0.72,1.59,0.0,0.0,2700.0
2921,1737211658.569016,-,-,-,-,2939,99.76,2946,2712,0.75,51257,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.85,100.43,57.62,57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.39,0.7,1.61,0.0,0.0,2800.0
1112,1737211663.575631,-,-,-,-,2945,99.76,2951,2712,0.72,55100,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.91,100.46,65.49,65.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.4,0.64,1.74,0.0,0.0,2800.0
1138,1737211668.581954,-,-,-,-,2948,99.76,2956,2712,0.76,44693,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,54.59,54.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.49,0.66,1.53,0.0,0.0,2800.0
1238,1737211673.588545,-,-,-,-,2947,99.76,2954,2712,0.75,50358,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.87,100.44,57.35,57.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.49,0.64,1.59,0.0,0.0,2700.0
1162,1737211678.595886,-,-,-,-,2943,99.76,2950,2712,0.73,56180,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,64.97,64.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,11.47,0.62,1.67,0.0,0.0,2700.0
1193,1737211683.602037,-,-,-,-,2944,99.76,2951,2712,0.77,46458,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,54.88,54.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.45,0.73,1.5,0.0,0.0,2700.0
1058,1737211688.607925,-,-,-,-,2955,99.76,2962,2712,0.77,48520,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,55.27,55.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.49,0.68,1.52,0.0,0.0,2800.0
1154,1737211693.614137,-,-,-,-,2951,99.75,2959,2712,0.76,50677,0,0,0,3,1,1,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,62.12,62.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,11.5,0.57,1.58,0.0,0.0,2800.0
1889,1737211698.621743,-,-,-,-,2993,99.76,3000,2712,0.79,43333,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,80.0,0.0,80.0,200.87,100.43,42.31,42.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,11.75,0.56,1.31,0.0,0.0,2800.0
1168,1737211703.628015,-,-,-,-,2981,99.76,2988,2712,0.8,47197,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.91,100.45,46.85,46.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,11.68,0.57,1.3,0.0,0.0,2800.0
1115,1737211708.63563,-,-,-,-,2969,99.76,2976,2712,0.76,55160,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.88,100.44,58.18,58.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.65,0.55,1.51,0.0,0.0,2800.0
2359,1737211713.643226,-,-,-,-,2944,99.76,2952,2712,0.82,46425,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,79.0,0.0,79.0,200.84,100.42,45.98,45.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.55,0.66,1.38,0.0,0.0,2800.0
1324,1737211718.649164,-,-,-,-,2976,99.76,2983,2712,0.78,46189,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.92,100.46,48.48,48.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,11.7,0.5,1.41,0.0,0.0,2800.0
